소분류,소분류,세분류,세분류
930,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
930,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
930,그 외 기타 개인 서비스업,9691,세탁업
930,그 외 기타 개인 서비스업,9691,세탁업
930,그 외 기타 개인 서비스업,9691,세탁업
930,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업
701,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업
930,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
749,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
950,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,7390,"그 외 기타 전문, 과학 및 기술 서비스업"
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9019,기타 창작 및 예술관련 서비스업
940,인적용역,5920,오디오물 출판 및 원판 녹음업
940,인적용역,7153,경영 컨설팅 및 공공 관계 서비스업
940,인적용역,7591,사무 지원 서비스업
940,인적용역,9119,기타 스포츠 서비스업
940,인적용역,8550,일반 교습학원
940,인적용역,8566,기술 및 직업 훈련학원
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8562,예술학원
940,인적용역,8562,예술학원
940,인적용역,8550,일반 교습학원
940,인적용역,8550,일반 교습학원
940,인적용역,8550,일반 교습학원
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8562,예술학원
940,인적용역,8562,예술학원
940,인적용역,8562,예술학원
940,인적용역,8563,외국어학원 및 기타 교습학원
940,인적용역,8563,외국어학원 및 기타 교습학원
940,인적용역,8566,기술 및 직업 훈련학원
940,인적용역,8566,기술 및 직업 훈련학원
940,인적용역,8569,그 외 기타 교육기관
940,인적용역,8569,그 외 기타 교육기관
940,인적용역,9119,기타 스포츠 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,6620,보험 및 연금관련 서비스업
940,인적용역,4799,기타 무점포 소매업
940,인적용역,4511,자동차 신품 판매업
940,인적용역,4799,기타 무점포 소매업
940,인적용역,8550,일반 교습학원
940,인적용역,0311,해수면 어업
940,인적용역,0311,해수면 어업
940,인적용역,0312,내수면 어업
940,인적용역,6201,컴퓨터 프로그래밍 서비스업
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,9539,기타 개인 및 가정용품 수리업
940,인적용역,4799,기타 무점포 소매업
940,인적용역,6619,기타 금융 지원 서비스업
940,인적용역,6619,기타 금융 지원 서비스업
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,9119,기타 스포츠 서비스업
940,인적용역,9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,4940,소화물 전문 운송업
940,인적용역,4940,소화물 전문 운송업
950,가구 내 고용활동,9700,가구 내 고용활동
990,국제 및 외국기관,9900,국제 및 외국기관
990,국제 및 외국기관,9900,국제 및 외국기관
,,7151,회사본부
,,7151,회사본부
,,9810,자가 소비를 위한 가사 생산 활동
,,9820,자가 소비를 위한 가사 서비스 활동
